waveform_id,mass1,mass2,mass_ratio,spin1,chi1x,chi1y,chi1z,spin2,chi2x,chi2y,chi2z,alpha,beta,gamma,massf,spinf,chifx,chify,chifz,eccentricity
SXS:BBH:0873,0.666682360966,0.333320257041,2.000125545577012,0.799936095032988,0.710184029877,-0.368009272426,0.0102749818869,0.4000237686094181,-0.0594103857814,0.393310865278,0.0423790604905,2.192992303296985,1.5579512201512504,1.4646557897442871,0.957435826942,0.6998190865440296,0.189389908925,-0.137484325834,0.659527312883,0.0006325
SXS:BBH:0874,0.500038442731,0.50000170453,1.000073476151515,0.7998296488223938,-0.768861515317,-0.214521916572,0.0505943149976,0.3999936776203618,0.0843771777537,0.389911428023,-0.0290604939333,2.0587546980211133,1.5074977018355131,1.6435127766054836,0.949484265645,0.7005279379213589,-0.0620085014954,0.078926601662,0.693300028199,0.0005191
SXS:BBH:0875,0.666755956398,0.333353877333,2.000144596284242,0.7997763789201653,-0.67926826006,-0.419942592625,0.0434178080182,0.3999388482394602,-0.0582848632586,0.39252948299,-0.0497449698928,1.9804853688448367,1.5164821912631947,1.6955007326201663,0.958442385419,0.7007557100933873,-0.214978552773,-0.0380922556578,0.665876690638,
SXS:BBH:0876,0.500028009728,0.49999929247,1.0000574345972733,0.7999108725535031,0.159876745992,0.782419897351,0.0459992864028,0.3999934520138198,0.0804106367468,0.391198466001,0.0221957507278,0.0023292623935492,1.5132590708718372,1.5152775247167711,0.950219398177,0.7398196029177692,0.146891439927,0.102638603919,0.717789151996,0.0002394
SXS:BBH:0877,0.666726873131,0.333349354504,2.000084488308195,0.7998679035940622,0.0372747378203,0.79823543355,0.0349206206364,0.3999746855138344,0.0196409122832,0.399165011599,0.016164069158,0.0040991888123587,1.5271244614326709,1.530372587969096,0.956109991415,0.7158281538155722,0.0707367878356,0.23513421577,0.672397317972,0.0009786
SXS:BBH:0878,0.500038931916,0.499998265846,1.000081332422086,0.7998534254103079,-0.0217614505582,0.0258064059373,-0.799140770342,0.3999966849500915,0.181040517139,0.35661721479,0.0067706159638,1.5712569491181458,3.099376201366206,1.5538688382149426,0.959572781855,0.5646046785426102,0.0424736386808,0.0409390184094,0.561514407492,0.0006316
SXS:BBH:0879,0.500004588687,0.499997525028,1.00001412738793,0.7999614194339377,0.510746020914,-0.615196012528,0.0247111487577,0.4000705825291253,0.0332097824987,0.010953031131,-0.398539348698,1.5696241703907132,1.5399009863223538,3.054072904819084,0.954309671024,0.6461072084711762,0.0240329878041,-0.0960530155772,0.638475339018,7.19e-05
SXS:BBH:0880,0.666615582354,0.333342563851,1.9997913697332963,0.8000854122455434,0.676728247125,-0.425425403939,0.034478574718,0.3999256428233767,0.0408358755683,0.0377831113648,-0.396037103754,1.5773403282958052,1.5276893602375714,3.0020293866015533,0.959865775572,0.6903876316651694,0.166231384967,-0.173458368265,0.647235971719,0.0001528
SXS:BBH:0881,0.500033442886,0.500000971404,1.0000649428378283,0.799838254908189,-0.791164392922,-0.114442394354,0.0265155758275,0.3999976029313649,-0.00839202542618,-0.0349975315303,-0.398375236488,1.5705415105725735,1.5376390792653,3.0514962035031847,0.954595534287,0.6482020347233634,-0.101245967868,0.0368501632507,0.639184791182,0.0005998
SXS:BBH:0882,0.666651442022,0.333336950916,1.999932621301244,0.7999691352292099,-0.756462225104,-0.259882078893,0.0132975328662,0.3997568752139459,0.00867280722233,-0.0507538880449,-0.396427022974,1.5665502147346553,1.55417300380782,3.0124316439290983,0.958657416988,0.6842965850864533,-0.236518864823,-0.0467902800059,0.64041495348,0.0002003
SXS:BBH:0883,0.500033427696,0.500001285133,1.0000642849607706,0.7998882980455101,0.267486242085,0.753232712917,0.030213901388,0.4000018241384618,-0.024882583558,0.0241006291721,-0.398499028886,1.5724921092685469,1.5330146880220148,3.0548824946739197,0.955765247031,0.6497959312105092,0.0767524874412,0.0616213244381,0.642297921734,0.0003813
SXS:BBH:0884,0.666672101622,0.33334764292,1.9999304503316808,0.7999615801194703,0.151316594632,0.785322496062,0.0176180315349,0.399805986248657,-0.0464120889574,0.0167514951841,-0.396749457527,1.5734775644962158,1.5487709489243062,3.0178607587956403,0.960964201577,0.6904767906427579,0.0735185532354,0.22433214375,0.648866943238,0.0004905
